proteinID,taxaID,cladeID,scientificName,genus,species
M9ZMG9,624258,E,Rhantus elisabethae,Rhantus,elisabethae
N0DW85,58666,E,Ensis directus,Ensis,directus
N1QXI2,37682,E,Aegilops tauschii,Aegilops,tauschii
N6SX45,77166,E,Dendroctonus ponderosae,Dendroctonus,ponderosae
N6T559,77166,E,Dendroctonus ponderosae,Dendroctonus,ponderosae
N6TNN5,77166,E,Dendroctonus ponderosae,Dendroctonus,ponderosae
N6TNT3,77166,E,Dendroctonus ponderosae,Dendroctonus,ponderosae
N6TZH1,77166,E,Dendroctonus ponderosae,Dendroctonus,ponderosae
N6U1Z3,77166,E,Dendroctonus ponderosae,Dendroctonus,ponderosae
N6U422,77166,E,Dendroctonus ponderosae,Dendroctonus,ponderosae
N6U491,77166,E,Dendroctonus ponderosae,Dendroctonus,ponderosae
N6UIZ1,77166,E,Dendroctonus ponderosae,Dendroctonus,ponderosae
N6UPE3,77166,E,Dendroctonus ponderosae,Dendroctonus,ponderosae
O08587,10116,E,Rattus norvegicus,Rattus,norvegicus
O13010,9823,E,Sus scrofa,Sus,scrofa
O14976,9606,E,Homo sapiens,Homo,sapiens
O15245,9606,E,Homo sapiens,Homo,sapiens
O15357,9606,E,Homo sapiens,Homo,sapiens
O17190,6239,E,Caenorhabditis elegans,Caenorhabditis,elegans
O17398,6239,E,Caenorhabditis elegans,Caenorhabditis,elegans
O17412,7159,E,Aedes aegypti,Aedes,aegypti
O19760,9606,E,Homo sapiens,Homo,sapiens
O24640,50298,E,Rumex palustris,Rumex,palustris
O44935,1051067,E,Doryteuthis pealeii,Doryteuthis,pealeii
O45033,6182,E,Schistosoma japonicum,Schistosoma,japonicum
O45300,6239,E,Caenorhabditis elegans,Caenorhabditis,elegans
O45379,6239,E,Caenorhabditis elegans,Caenorhabditis,elegans
O45419,6239,E,Caenorhabditis elegans,Caenorhabditis,elegans
O47575,6282,E,Onchocerca volvulus,Onchocerca,volvulus
O48556,4577,E,Zea mays,Zea,mays
O49768,3702,E,Arabidopsis thaliana,Arabidopsis,thaliana
O63162,76467,E,Lachnocaulon anceps,Lachnocaulon,anceps
O76880,7227,E,Drosophila melanogaster,Drosophila,melanogaster
O79511,52781,E,Mycteria leucocephala,Mycteria,leucocephala
O79516,52779,E,Leptoptilos javanicus,Leptoptilos,javanicus
O88611,30637,E,Nannospalax ehrenbergi,Nannospalax,ehrenbergi
O89007,10090,E,Mus musculus,Mus,musculus
O95180,9606,E,Homo sapiens,Homo,sapiens
P00439,9606,E,Homo sapiens,Homo,sapiens
P01670,10090,E,Mus musculus,Mus,musculus
P04793,3847,E,Glycine max,Glycine,max
P09972,9606,E,Homo sapiens,Homo,sapiens
P10079,7668,E,Strongylocentrotus purpuratus,Strongylocentrotus,purpuratus
P12027,8022,E,Oncorhynchus mykiss,Oncorhynchus,mykiss
P16157,9606,E,Homo sapiens,Homo,sapiens
P16227,9556,E,Papio cynocephalus,Papio,cynocephalus
P19593,3088,E,Tetradesmus obliquus,Tetradesmus,obliquus
P23687,9823,E,Sus scrofa,Sus,scrofa
P25304,10116,E,Rattus norvegicus,Rattus,norvegicus
P29400,9606,E,Homo sapiens,Homo,sapiens
P32198,10116,E,Rattus norvegicus,Rattus,norvegicus
P41348,3562,E,Spinacia oleracea,Spinacia,oleracea
P49919,10090,E,Mus musculus,Mus,musculus
P51071,29760,E,Vitis vinifera,Vitis,vinifera
P52796,10116,E,Rattus norvegicus,Rattus,norvegicus
P54685,44689,E,Dictyostelium discoideum,Dictyostelium,discoideum
P61979,10090,E,Mus musculus,Mus,musculus
P70208,10090,E,Mus musculus,Mus,musculus
P78352,9606,E,Homo sapiens,Homo,sapiens
P79359,9544,E,Macaca mulatta,Macaca,mulatta
P80071,8400,E,Rana catesbeiana,Rana,catesbeiana
P85245,214529,E,Viola biflora,Viola,biflora
P91540,6239,E,Caenorhabditis elegans,Caenorhabditis,elegans
P91767,7130,E,Manduca sexta,Manduca,sexta
P93043,3702,E,Arabidopsis thaliana,Arabidopsis,thaliana
P98023,5693,E,Trypanosoma cruzi,Trypanosoma,cruzi
Q01HC2,4530,E,Oryza sativa,Oryza,sativa
Q02485,10116,E,Rattus norvegicus,Rattus,norvegicus
Q06RX2,76315,E,Caulerpa sertularioides,Caulerpa,sertularioides
Q06XV8,379644,E,Picris squarrosa,Picris,squarrosa
Q08D57,8364,E,Xenopus tropicalis,Xenopus,tropicalis
Q08E25,9913,E,Bos taurus,Bos,taurus
Q08GV8,9718,E,Pusa hispida,Pusa,hida
Q09HA7,9544,E,Macaca mulatta,Macaca,mulatta
Q09VM8,367663,E,Platymantis naomii,Platymantis,naomii
Q0PE10,42229,E,Prunus avium,Prunus,avium
Q0PXC2,4081,E,Solanum lycopersicum,Solanum,lycopersicum
Q0QFW4,94176,E,Dicamptodon tenebrosus,Dicamptodon,tenebrosus
Q0QPN8,3330,E,Picea glauca,Picea,glauca
Q0QV18,3329,E,Picea abies,Picea,abies
Q0VC91,9913,E,Bos taurus,Bos,taurus
Q0VCC1,9913,E,Bos taurus,Bos,taurus
Q0WUF6,3702,E,Arabidopsis thaliana,Arabidopsis,thaliana
Q105J5,5833,E,Plasmodium falciparum,Plasmodium,falciparum
Q106I5,339118,E,Rhipidoglossum xanthopollinium,Rhipidoglossum,xanthopollinium
Q11126,9913,E,Bos taurus,Bos,taurus
Q12830,9606,E,Homo sapiens,Homo,sapiens
Q13685,9606,E,Homo sapiens,Homo,sapiens
Q14315,9606,E,Homo sapiens,Homo,sapiens
Q15BH2,9606,E,Homo sapiens,Homo,sapiens
Q15I65,62890,E,Solanum habrochaites,Solanum,habrochaites
Q15JB9,356277,E,Pseudobersama mossambicensis,Pseudobersama,mossambicensis
Q16FR3,7159,E,Aedes aegypti,Aedes,aegypti
Q16HY2,7159,E,Aedes aegypti,Aedes,aegypti
Q16SD1,7159,E,Aedes aegypti,Aedes,aegypti
Q16WY2,7159,E,Aedes aegypti,Aedes,aegypti
Q16Y42,7159,E,Aedes aegypti,Aedes,aegypti
Q17750,6239,E,Caenorhabditis elegans,Caenorhabditis,elegans
Q17HQ2,7159,E,Aedes aegypti,Aedes,aegypti
Q17KK7,7159,E,Aedes aegypti,Aedes,aegypti
Q17L42,7159,E,Aedes aegypti,Aedes,aegypti
Q17LU2,7159,E,Aedes aegypti,Aedes,aegypti
Q18176,6239,E,Caenorhabditis elegans,Caenorhabditis,elegans
Q19S61,189432,E,Penicillus dumetosus,Penicillus,dumetosus
Q1A176,40690,E,Trematomus bernacchii,Trematomus,bernacchii
Q1AF38,30334,E,Amietophrynus kisoloensis,Amietophrynus,kisoloensis
Q1AN54,114617,E,Iris tectorum,Iris,tectorum
Q1HGT4,52890,E,Sagitta setosa,Sagitta,setosa
Q1HLC3,304329,E,Lonomia obliqua,Lonomia,obliqua
Q1HU27,113382,E,Onychodactylus fischeri,Onychodactylus,fischeri
Q1KPN5,380631,E,Baltia shawii,Baltia,shawii
Q1L4K1,5272,E,Microbotryum violaceum,Microbotryum,violaceum
Q1MX20,7937,E,Anguilla japonica,Anguilla,japonica
Q28476,9541,E,Macaca fascicularis,Macaca,fascicularis
Q28C54,8364,E,Xenopus tropicalis,Xenopus,tropicalis
Q28GR1,8364,E,Xenopus tropicalis,Xenopus,tropicalis
Q29RY0,9606,E,Homo sapiens,Homo,sapiens
Q29X18,29076,E,Macroglossus minimus,Macroglossus,minimus
Q2A967,3712,E,Brassica oleracea,Brassica,oleracea
Q2HND0,253516,E,Anomodon viticulosus,Anomodon,viticulosus
Q2HWK1,362203,E,Spongipellis sp. FERM P-18171,Spongipellis, FERM P-18171
Q2HZ18,3847,E,Glycine max,Glycine,max
Q2I9S2,112863,E,Lycium barbarum,Lycium,barbarum
Q2KJ89,9913,E,Bos taurus,Bos,taurus
Q2KLR2,324423,E,Leptodontium luteum,Leptodontium,luteum
Q2LB60,366133,E,Palaeonympha opalina,Palaeonympha,opalina
Q2LBA1,366088,E,Hyponephele cadusia,Hyponephele,cadusia
Q2LIX3,5865,E,Babesia bovis,Babesia,bovis
Q2MDG4,204285,E,Melanocarpus albomyces,Melanocarpus,albomyces
Q2MN21,355177,E,Thracides phidon,Thracides,phidon
Q2Q1F1,108551,E,Dermea acerina,Dermea,acerina
Q2Q8L5,9182,E,Phylloscopus trochilus,Phylloscopus,trochilus
Q2QLE7,9598,E,Pan troglodytes,Pan,troglodytes
Q2VGR0,7757,E,Petromyzon marinus,Petromyzon,marinus
Q2VJE2,7230,E,Drosophila mojavensis,Drosophila,mojavensis
Q2VQJ2,10231,E,Sagitta elegans,Sagitta,elegans
Q2VT98,307046,E,Nicrophorus humator,Nicrophorus,humator
Q2VW67,287706,E,Notarius aff. planiceps RB-2004,Notarius,aff. planiceps RB-2004
Q2XRF7,5833,E,Plasmodium falciparum,Plasmodium,falciparum
Q2XYJ3,7240,E,Drosophila simulans,Drosophila,simulans
Q2YG54,118797,E,Lipotes vexillifer,Lipotes,vexillifer
Q30J06,143894,E,Trachipterus trachypterus,Trachipterus,trachypterus
Q31296,10007,E,Sciurus aberti,Sciurus,aberti
Q31643,9606,E,Homo sapiens,Homo,sapiens
Q32891,41232,E,Petrea racemosa,Petrea,racemosa
Q32NX3,8355,E,Xenopus laevis,Xenopus,laevis
Q32R53,29728,E,Sinapis arvensis,Sinapis,arvensis
Q32SE9,326390,E,Bruchidius grandemaculatus,Bruchidius,grandemaculatus
Q32U17,317398,E,Smilisca cyanosticta,Smilisca,cyanosticta
Q32YB1,218449,E,Ceramium kondoi,Ceramium,kondoi
Q33286,32251,E,Geum fragarioides,Geum,fragarioides
Q335Y4,78714,E,Calypso bulbosa,Calypso,bulbosa
Q34126,28791,E,Cyprinella lutrensis,Cyprinella,lutrensis
Q37562,52039,E,Carabus arrowianus,Carabus,arrowianus
Q37768,38160,E,Ophraella notulata,Ophraella,notulata
Q39282,3711,E,Brassica rapa,Brassica,rapa
Q3B874,9606,E,Homo sapiens,Homo,sapiens
Q3L717,61383,E,Lynx canadensis,Lynx,canadensis
Q3LHF7,3218,E,Physcomitrella patens,Physcomitrella,patens
Q3SCZ1,5888,E,Paramecium tetraurelia,Paramecium,tetraurelia
Q3T9Z9,10090,E,Mus musculus,Mus,musculus
Q3TEX8,10090,E,Mus musculus,Mus,musculus
Q3TNI8,10090,E,Mus musculus,Mus,musculus
Q3TNW9,10090,E,Mus musculus,Mus,musculus
Q3TTN2,10090,E,Mus musculus,Mus,musculus
Q3TYU1,10090,E,Mus musculus,Mus,musculus
Q3TZP9,10090,E,Mus musculus,Mus,musculus
Q3U0V1,10090,E,Mus musculus,Mus,musculus
Q3U208,10090,E,Mus musculus,Mus,musculus
Q3U6M5,10090,E,Mus musculus,Mus,musculus
Q3UGM4,10090,E,Mus musculus,Mus,musculus
Q3UQJ4,10090,E,Mus musculus,Mus,musculus
Q40098,35884,E,Ipomoea trifida,Ipomoea,trifida
Q402H4,283373,E,Cypselurus hiraii,Cypselurus,hiraii
Q45UR9,5141,E,Neurospora crassa,Neurospora,crassa
Q49KM8,313979,E,Pluchea sarcophylla,Pluchea,sarcophylla
Q4EW54,127643,E,Boophis luteus,Boophis,luteus
Q4FDX8,279454,E,Androcymbium huntleyi,Androcymbium,huntleyi
Q4FJV4,10090,E,Mus musculus,Mus,musculus
Q4G9U5,9606,E,Homo sapiens,Homo,sapiens
Q4H0Q8,292400,E,Themira flavicoxa,Themira,flavicoxa
Q4KNR1,9598,E,Pan troglodytes,Pan,troglodytes
Q4KTG2,55567,E,Suberites domuncula,Suberites,domuncula
Q4LE57,9606,E,Homo sapiens,Homo,sapiens
Q4LER8,65727,E,Deparia petersenii,Deparia,petersenii
Q4N2K6,5875,E,Theileria parva,Theileria,parva
Q4N7P0,5875,E,Theileria parva,Theileria,parva
Q4Q1S3,5664,E,Leishmania major,Leishmania,major
Q4Q3U9,5664,E,Leishmania major,Leishmania,major
Q4Q7R4,5664,E,Leishmania major,Leishmania,major
Q4QFZ6,5664,E,Leishmania major,Leishmania,major
Q4QG87,5664,E,Leishmania major,Leishmania,major
Q4QGR1,5664,E,Leishmania major,Leishmania,major
Q4QYE3,75020,E,Ctenochaetus binotatus,Ctenochaetus,binotatus
Q4R507,9541,E,Macaca fascicularis,Macaca,fascicularis
Q4R8J2,9541,E,Macaca fascicularis,Macaca,fascicularis
Q4RGH0,99883,E,Tetraodon nigroviridis,Tetraodon,nigroviridis
Q4RHI7,99883,E,Tetraodon nigroviridis,Tetraodon,nigroviridis
Q4RN10,99883,E,Tetraodon nigroviridis,Tetraodon,nigroviridis
Q4RQM9,99883,E,Tetraodon nigroviridis,Tetraodon,nigroviridis
Q4RRE8,99883,E,Tetraodon nigroviridis,Tetraodon,nigroviridis
Q4RRK8,99883,E,Tetraodon nigroviridis,Tetraodon,nigroviridis
Q4RTB4,99883,E,Tetraodon nigroviridis,Tetraodon,nigroviridis
Q4SA33,99883,E,Tetraodon nigroviridis,Tetraodon,nigroviridis
Q4SB82,99883,E,Tetraodon nigroviridis,Tetraodon,nigroviridis
Q4SD95,99883,E,Tetraodon nigroviridis,Tetraodon,nigroviridis
Q4SG95,99883,E,Tetraodon nigroviridis,Tetraodon,nigroviridis
Q4SHB1,99883,E,Tetraodon nigroviridis,Tetraodon,nigroviridis
Q4SKD7,99883,E,Tetraodon nigroviridis,Tetraodon,nigroviridis
Q4SLG0,99883,E,Tetraodon nigroviridis,Tetraodon,nigroviridis
Q4T210,99883,E,Tetraodon nigroviridis,Tetraodon,nigroviridis
Q4T4N8,99883,E,Tetraodon nigroviridis,Tetraodon,nigroviridis
Q4T5J5,99883,E,Tetraodon nigroviridis,Tetraodon,nigroviridis
Q4T916,99883,E,Tetraodon nigroviridis,Tetraodon,nigroviridis
Q4TE04,99883,E,Tetraodon nigroviridis,Tetraodon,nigroviridis
Q4UGG1,5874,E,Theileria annulata,Theileria,annulata
Q4VPF0,34305,E,Lotus japonicus,Lotus,japonicus
Q4XJY3,5825,E,Plasmodium chabaudi,Plasmodium,chabaudi
Q530G0,116183,E,Chthamalus proteus,Chthamalus,proteus
Q53BK5,42328,E,Ephedra gerardiana,Ephedra,gerardiana
Q547D7,3702,E,Arabidopsis thaliana,Arabidopsis,thaliana
Q54B63,44689,E,Dictyostelium discoideum,Dictyostelium,discoideum
Q54G80,44689,E,Dictyostelium discoideum,Dictyostelium,discoideum
Q54GN1,44689,E,Dictyostelium discoideum,Dictyostelium,discoideum
Q54HL4,44689,E,Dictyostelium discoideum,Dictyostelium,discoideum
Q54K35,44689,E,Dictyostelium discoideum,Dictyostelium,discoideum
Q54M93,44689,E,Dictyostelium discoideum,Dictyostelium,discoideum
Q54V46,44689,E,Dictyostelium discoideum,Dictyostelium,discoideum
Q54X44,44689,E,Dictyostelium discoideum,Dictyostelium,discoideum
Q54YC4,44689,E,Dictyostelium discoideum,Dictyostelium,discoideum
Q556T7,44689,E,Dictyostelium discoideum,Dictyostelium,discoideum
Q55AP6,44689,E,Dictyostelium discoideum,Dictyostelium,discoideum
Q55FW3,44689,E,Dictyostelium discoideum,Dictyostelium,discoideum
Q567J7,7955,E,Danio rerio,Danio,rerio
Q568D8,7955,E,Danio rerio,Danio,rerio
Q5BY32,6182,E,Schistosoma japonicum,Schistosoma,japonicum
Q5C3T8,6182,E,Schistosoma japonicum,Schistosoma,japonicum
Q5DCG5,6182,E,Schistosoma japonicum,Schistosoma,japonicum
Q5DT83,233859,E,Pollimyrus marianne,Pollimyrus,marianne
Q5DTM9,10090,E,Mus musculus,Mus,musculus
Q5DVM5,5062,E,Aspergillus oryzae,Aspergillus,oryzae
Q5E994,9913,E,Bos taurus,Bos,taurus
Q5EN13,148305,E,Magnaporthe grisea,Magnaporthe,grisea
Q5EP07,310436,E,Solenopsis pusillignis,Solenopsis,pusillignis
Q5FB57,231900,E,Nitella megaspora,Nitella,megara
Q5G6G4,249017,E,Rhynchonycteris naso,Rhynchonycteris,naso
Q5GAS1,4577,E,Zea mays,Zea,mays
Q5IFL7,3218,E,Physcomitrella patens,Physcomitrella,patens
Q5JA72,241287,E,Diproctacanthus xanthurus,Diproctacanthus,xanthurus
Q5K6J8,9031,E,Gallus gallus,Gallus,gallus
Q5MLG9,237413,E,Catostylus mosaicus,Catostylus,mosaicus
Q5MWU1,283560,E,Prosuberites laughlini,Prosuberites,laughlini
Q5R803,9601,E,Pongo abelii,Pongo,abelii
Q5R8Y3,9601,E,Pongo abelii,Pongo,abelii
Q5RA96,9601,E,Pongo abelii,Pongo,abelii
Q5RLI3,9823,E,Sus scrofa,Sus,scrofa
Q5S821,301342,E,Campanula garganica,Campanula,garganica
Q5TF58,9606,E,Homo sapiens,Homo,sapiens
Q5TWT0,7165,E,Anopheles gambiae,Anopheles,gambiae
Q5U2X5,10116,E,Rattus norvegicus,Rattus,norvegicus
Q5U3Q6,7955,E,Danio rerio,Danio,rerio
Q5U4K7,8355,E,Xenopus laevis,Xenopus,laevis
Q5U540,8355,E,Xenopus laevis,Xenopus,laevis
Q5U7W2,202711,E,Climacodon septentrionalis,Climacodon,septentrionalis
Q5XGE8,8364,E,Xenopus tropicalis,Xenopus,tropicalis
Q5XLB0,10090,E,Mus musculus,Mus,musculus
Q5ZR39,6239,E,Caenorhabditis elegans,Caenorhabditis,elegans
Q61214,10090,E,Mus musculus,Mus,musculus
Q63722,10116,E,Rattus norvegicus,Rattus,norvegicus
Q641Q2,9606,E,Homo sapiens,Homo,sapiens
Q64K03,231986,E,Lasius fuliginosus,Lasius,fuliginosus
Q66JB1,8355,E,Xenopus laevis,Xenopus,laevis
Q68BH6,4414,E,Euryale ferox,Euryale,ferox
Q68KM4,290202,E,Swiftia sp. HHW-2004,Swiftia, HHW-2004
Q68ML7,37040,E,Gavia stellata,Gavia,stellata
Q691M1,38937,E,Anolis sagrei,Anolis,sagrei
Q6AW06,6239,E,Caenorhabditis elegans,Caenorhabditis,elegans
Q6AXX4,10116,E,Rattus norvegicus,Rattus,norvegicus
Q6DCC1,8355,E,Xenopus laevis,Xenopus,laevis
Q6DE94,8355,E,Xenopus laevis,Xenopus,laevis
Q6DFG7,8355,E,Xenopus laevis,Xenopus,laevis
Q6DNI0,284474,E,Lutjanus sp. 1 PM-2004,Lutjanus, 1 PM-2004
Q6E2S3,139758,E,Lepistemon owariensis,Lepistemon,owariensis
Q6EVF5,283873,E,Avena damascena,Avena,damascena
Q6FGU7,9606,E,Homo sapiens,Homo,sapiens
Q6GL07,8364,E,Xenopus tropicalis,Xenopus,tropicalis
Q6GNK3,8355,E,Xenopus laevis,Xenopus,laevis
Q6GQ12,8355,E,Xenopus laevis,Xenopus,laevis
Q6GWY4,66025,E,Eriachne triseta,Eriachne,triseta
Q6JJ25,35884,E,Ipomoea trifida,Ipomoea,trifida
Q6L3B1,15819,E,Saccharum sp.,Saccharum,
Q6L625,9606,E,Homo sapiens,Homo,sapiens
Q6M935,5141,E,Neurospora crassa,Neurospora,crassa
Q6NRT8,8355,E,Xenopus laevis,Xenopus,laevis
Q6NXX2,10090,E,Mus musculus,Mus,musculus
Q6P0B5,7955,E,Danio rerio,Danio,rerio
Q6P431,8355,E,Xenopus laevis,Xenopus,laevis
Q6PCK3,8355,E,Xenopus laevis,Xenopus,laevis
Q6PDG0,10090,E,Mus musculus,Mus,musculus
Q6PTQ3,335492,E,Ephydatia cooperensis,Ephydatia,cooperensis
Q6PWY0,10116,E,Rattus norvegicus,Rattus,norvegicus
Q6Q9Q3,272024,E,Zabrus flavangulus,Zabrus,flavangulus
Q6QJK9,56036,E,Fraxinus pennsylvanica,Fraxinus,pennsylvanica
Q6R1P6,235823,E,Pseudomalmea diclina,Pseudomalmea,diclina
Q6RVH9,5833,E,Plasmodium falciparum,Plasmodium,falciparum
Q6TH22,7955,E,Danio rerio,Danio,rerio
Q6TKB0,252526,E,Coccinia palmata,Coccinia,palmata
Q6UAQ5,99883,E,Tetraodon nigroviridis,Tetraodon,nigroviridis
Q6UEJ5,5722,E,Trichomonas vaginalis,Trichomonas,vaginalis
Q6VBJ3,5478,E,[Candida] glabrata,[Candida],glabrata
Q6W3S0,146548,E,Polytrichum pallidisetum,Polytrichum,pallidisetum
Q6W6G8,57251,E,Strigops habroptilus,Strigops,habroptilus
Q6X142,222834,E,Hypoplectrus indigo,Hypoplectrus,indigo
Q6XNF0,225296,E,Aphodius cribricollis,Aphodius,cribricollis
Q6XQ74,4934,E,Lachancea kluyveri,Lachancea,kluyveri
Q6XS30,226938,E,Velesunio sp. lineage D,Velesunio, lineage D
Q6Y859,9995,E,Marmota monax,Marmota,monax
Q6YAK6,215324,E,Galerida magnirostris,Galerida,magnirostris
Q6ZS44,9606,E,Homo sapiens,Homo,sapiens
Q6ZTD0,9606,E,Homo sapiens,Homo,sapiens
Q717E5,63581,E,Trichoderma fertile,Trichoderma,fertile
Q71ES4,209232,E,Betta waseri,Betta,waseri
Q71L30,179189,E,Dioon purpusii,Dioon,purpusii
Q75VB1,252766,E,Quercus lyrata,Quercus,lyrata
Q75VB5,39468,E,Quercus cerris,Quercus,cerris
Q7GGQ3,38160,E,Ophraella notulata,Ophraella,notulata
Q7JMY2,5665,E,Leishmania mexicana,Leishmania,mexicana
Q7K3Y1,7227,E,Drosophila melanogaster,Drosophila,melanogaster
Q7KES3,7227,E,Drosophila melanogaster,Drosophila,melanogaster
Q7KJ96,7227,E,Drosophila melanogaster,Drosophila,melanogaster
Q7KMM8,7227,E,Drosophila melanogaster,Drosophila,melanogaster
Q7KUB3,7227,E,Drosophila melanogaster,Drosophila,melanogaster
Q7PNR5,7165,E,Anopheles gambiae,Anopheles,gambiae
Q7PSE8,7165,E,Anopheles gambiae,Anopheles,gambiae
Q7Q3J8,7165,E,Anopheles gambiae,Anopheles,gambiae
Q7Q5S8,7165,E,Anopheles gambiae,Anopheles,gambiae
Q7QAB6,7165,E,Anopheles gambiae,Anopheles,gambiae
Q7QD89,7165,E,Anopheles gambiae,Anopheles,gambiae
Q7T0U5,8355,E,Xenopus laevis,Xenopus,laevis
Q7TPW1,10090,E,Mus musculus,Mus,musculus
Q7Y6A0,27695,E,Prochilodus lineatus,Prochilodus,lineatus
Q7Y6Y6,1457308,E,Xenotoca variata,Xenotoca,variata
Q7YAY7,96745,E,Lamprolepis smaragdina,Lamprolepis,smaragdina
Q7YB51,7048,E,Sitophilus oryzae,Sitophilus,oryzae
Q7YCY6,236855,E,Sarcophaga albiceps,Sarcophaga,albiceps
Q7YDH5,105750,E,Kadsura japonica,Kadsura,japonica
Q7YE92,229075,E,Amphiprion sebae,Amphiprion,sebae
Q7YKQ9,41378,E,Avicennia germinans,Avicennia,germinans
Q7YU03,7227,E,Drosophila melanogaster,Drosophila,melanogaster
Q7YYN8,5807,E,Cryptosporidium parvum,Cryptosporidium,parvum
Q7Z6Z7,9606,E,Homo sapiens,Homo,sapiens
Q7Z9D4,5621,E,Zygoascus hellenicus,Zygoascus,hellenicus
Q7ZUV8,7955,E,Danio rerio,Danio,rerio
Q7ZVV5,7955,E,Danio rerio,Danio,rerio
Q80TR1,10090,E,Mus musculus,Mus,musculus
Q80V79,10090,E,Mus musculus,Mus,musculus
Q810K5,10090,E,Mus musculus,Mus,musculus
Q811J9,10090,E,Mus musculus,Mus,musculus
Q84YA9,15945,E,Zea luxurians,Zea,luxurians
Q85N04,199980,E,Capraita clarissa,Capraita,clarissa
Q85T10,118653,E,Anolis roquet,Anolis,roquet
Q85ZX5,9598,E,Pan troglodytes,Pan,troglodytes
Q862R8,9913,E,Bos taurus,Bos,taurus
Q868V6,5833,E,Plasmodium falciparum,Plasmodium,falciparum
Q86D55,64352,E,Echinometra sp. C,Echinometra, C
Q86GH1,7244,E,Drosophila virilis,Drosophila,virilis
Q86LK1,222440,E,Streblomastix strix,Streblomastix,strix
Q870Q8,5141,E,Neurospora crassa,Neurospora,crassa
Q875F9,5145,E,Podospora anserina,Podospora,anserina
Q8AWE0,7955,E,Danio rerio,Danio,rerio
Q8AX72,47969,E,Oreochromis aureus,Oreochromis,aureus
Q8BLE2,10090,E,Mus musculus,Mus,musculus
Q8BUZ9,10090,E,Mus musculus,Mus,musculus
Q8C4K7,10090,E,Mus musculus,Mus,musculus
Q8C4M9,10090,E,Mus musculus,Mus,musculus
Q8CB23,10090,E,Mus musculus,Mus,musculus
Q8GUB8,34176,E,Lolium temulentum,Lolium,temulentum
Q8HM40,181418,E,Chaunax tosaensis,Chaunax,tosaensis
Q8HMY1,111071,E,Formica lugubris,Formica,lugubris
Q8HZU3,9426,E,Tonatia bidens,Tonatia,bidens
Q8IQV6,7227,E,Drosophila melanogaster,Drosophila,melanogaster
Q8IT75,6687,E,Penaeus monodon,Penaeus,monodon
Q8IW08,9606,E,Homo sapiens,Homo,sapiens
Q8IY37,9606,E,Homo sapiens,Homo,sapiens
Q8J1Q5,27291,E,Saccharomyces paradoxus,Saccharomyces,paradoxus
Q8JHF6,9031,E,Gallus gallus,Gallus,gallus
Q8JIQ4,8090,E,Oryzias latipes,Oryzias,latipes
Q8K2Y1,10090,E,Mus musculus,Mus,musculus
Q8K596,10090,E,Mus musculus,Mus,musculus
Q8LFZ9,3702,E,Arabidopsis thaliana,Arabidopsis,thaliana
Q8LZU6,166356,E,Onthophagus ovatus,Onthophagus,ovatus
Q8MB69,197396,E,Hildebrandtia promontorii,Hildebrandtia,promontorii
Q8MBR1,4366,E,Drosera capensis,Drosera,capensis
Q8MDE4,199418,E,Hypocalymma strictum,Hypocalymma,strictum
Q8MGC7,187343,E,Campyloneurum chlorolepis,Campyloneurum,chlorolepis
Q8MGC9,187374,E,Pyrrosia lingua,Pyrrosia,lingua
Q8N0J0,5807,E,Cryptosporidium parvum,Cryptosporidium,parvum
Q8N5I2,9606,E,Homo sapiens,Homo,sapiens
Q8NAN7,9606,E,Homo sapiens,Homo,sapiens
Q8S392,80265,E,Elaeis oleifera,Elaeis,oleifera
Q8SIX1,163828,E,Percina palmaris,Percina,palmaris
Q8T096,7227,E,Drosophila melanogaster,Drosophila,melanogaster
Q8TDN1,9606,E,Homo sapiens,Homo,sapiens
Q8TDY4,9606,E,Homo sapiens,Homo,sapiens
Q8UW45,31033,E,Takifugu rubripes,Takifugu,rubripes
Q8VCK2,10090,E,Mus musculus,Mus,musculus
Q8VHG2,10090,E,Mus musculus,Mus,musculus
Q8VWG7,3702,E,Arabidopsis thaliana,Arabidopsis,thaliana
Q8VZV6,3702,E,Arabidopsis thaliana,Arabidopsis,thaliana
Q8W1P1,4530,E,Oryza sativa,Oryza,sativa
Q8WJL0,167590,E,Dioscorea membranacea,Dioscorea,membranacea
Q8WL15,152733,E,Klattia flava,Klattia,flava
Q8WTQ7,9606,E,Homo sapiens,Homo,sapiens
Q8X1X0,5098,E,Monascus purpureus,Monascus,purpureus
Q90YF2,8262,E,Pleuronectes platessa,Pleuronectes,platessa
Q91315,8400,E,Rana catesbeiana,Rana,catesbeiana
Q91989,8355,E,Xenopus laevis,Xenopus,laevis
Q91VZ1,10090,E,Mus musculus,Mus,musculus
Q91XB2,10090,E,Mus musculus,Mus,musculus
Q91YY0,10090,E,Mus musculus,Mus,musculus
Q91ZU9,10090,E,Mus musculus,Mus,musculus
Q921D5,10090,E,Mus musculus,Mus,musculus
Q94EH8,3702,E,Arabidopsis thaliana,Arabidopsis,thaliana
Q94P97,86749,E,Magnolia insignis,Magnolia,insignis
Q94WZ2,74127,E,Mesonauta insignis,Mesonauta,insignis
Q953Y8,153204,E,Talitropsis crassicruris,Talitropsis,crassicruris
Q95G67,140669,E,Vitreochlamys fluviatilis,Vitreochlamys,fluviatilis
Q95GU1,150971,E,Nepenthes insignis,Nepenthes,insignis
Q95HY2,8030,E,Salmo salar,Salmo,salar
Q95K70,9541,E,Macaca fascicularis,Macaca,fascicularis
