index,domainID,domainFamilyDescription
1828,PF09172,Domainofunknownfunction(DUF1943)
1829,PF09180,Prolyl-tRNAsynthetase: C-terminal
1830,PF09240,Interleukin-6receptoralphachain: binding
1831,PF09286,Pro-kumamolisin: activationdomain
1832,PF09289,Follistatin/Osteonectin-likeEGFdomain
1833,PF09328,Domainofunknownfunction(DUF1984)
1834,PF09329,Primasezincfinger
1835,PF09333,Autophagy-relatedproteinCterminaldomain
1836,PF09334,tRNAsynthetasesclassI(M)
1837,PF09335,SNAREassociatedGolgiprotein
1838,PF09336,Vps4Cterminaloligomerisationdomain
1839,PF09340,HistoneacetyltransferasesubunitNuA4
1840,PF09341,TranscriptionfactorPcc1
1841,PF09342,Domainofunknownfunction(DUF1986)
1842,PF09350,Domainofunknownfunction(DUF1992)
1843,PF09359,VTCdomain
1844,PF09360,Iron-bindingzincfingerCDGSHtype
1845,PF09366,Proteinofunknownfunction(DUF1997)
1846,PF09379,FERMN-terminaldomain
1847,PF09380,FERMC-terminalPH-likedomain
1848,PF09382,RQCdomain
1849,PF09409,PUBdomain
1850,PF09416,RNAhelicase(UPF2interactingdomain)
1851,PF09425,Jasmotif
1852,PF09445,RNAcapguanine-N2methyltransferase
1853,PF09457,FIPdomain
1854,PF09458,H-typelectindomain
1855,PF09468,Ydr279pproteinfamily(RNaseH2complexcomponent)wHTHdomain
1856,PF09532,FDFdomain
1857,PF09606,ARC105orMed15subunitofMediatorcomplexnon-fungal
1858,PF09667,Domainofunknownfunction(DUF2028)
1859,PF09668,Aspartylprotease
1860,PF09727,Cortactin-bindingprotein-2
1861,PF09728,Myosin-likecoiled-coilprotein
1862,PF09730,Microtubule-associatedproteinBicaudal-D
1863,PF09731,Mitochondrialinnermembraneprotein
1864,PF09733,VEFS-Boxofpolycombprotein
1865,PF09735,Membrane-associatedapoptosisprotein
1866,PF09737,De-etiolatedprotein1Det1
1867,PF09740,Uncharacterizedconservedprotein(DUF2043)
1868,PF09743,E3UFM1-proteinligase1
1869,PF09744,JNK_SAPK-associatedprotein-1
1870,PF09745,Coiled-coildomain-containingprotein55(DUF2040)
1871,PF09748,TranscriptionfactorsubunitMed10ofMediatorcomplex
1872,PF09751,NuclearproteinEs2
1873,PF09753,MembranefusionproteinUse1
1874,PF09756,DDRGKdomain
1875,PF09762,CCDC93: coiled-coildomain
1876,PF09764,N-terminalglutamineamidase
1877,PF09765,FANCLUBC-likedomain1
1878,PF09777,Osteopetrosis-associatedtransmembraneprotein1precursor
1879,PF09779,Ima1N-terminaldomain
1880,PF09781,NADH:ubiquinoneoxidoreductase: NDUFB5/SGDHsubunit
1881,PF09790,Hyccin
1882,PF09801,IntegralmembraneproteinSlinkingtothetransGolginetwork
1883,PF09815,XK-relatedprotein
1884,PF09835,Uncharacterizedproteinconservedinbacteria(DUF2062)
1885,PF09949,Uncharacterizedconservedprotein(DUF2183)
1886,PF10075,CSN8/PSMD8/EIF3Kfamily
1887,PF10151,TMEM214: C-terminal: caspase4activator
1888,PF10159,Multiplemyelomatumor-associated
1889,PF10181,GPI-GlcNActransferasecomplex: PIG-Hcomponent
1890,PF10183,ESSSsubunitofNADH:ubiquinoneoxidoreductase(complexI)
1891,PF10189,Integratorcomplexsubunit3
1892,PF10192,Rhodopsin-likeGPCRtransmembranedomain
1893,PF10193,Telomerelengthregulationprotein
1894,PF10206,MitochondrialF1F0-ATPsynthase: subunitf
1895,PF10212,Predictedcoiled-coildomain-containingprotein
1896,PF10237,ProbableN6-adeninemethyltransferase
1897,PF10239,Proteinofunknownfunction(DUF2465)
1898,PF10247,Reactivemitochondrialoxygenspeciesmodulator1
1899,PF10250,GDP-fucoseproteinO-fucosyltransferase
1900,PF10251,Presenilinenhancer-2subunitofgammasecretase
1901,PF10255,RNApolymeraseI-associatedfactorPAF67
1902,PF10256,GolginsubfamilyAmember7/ERF4family
1903,PF10261,Inositolphospholipidsynthesisandfat-storage-inducingTM
1904,PF10262,Rdxfamily
1905,PF10265,Mitoguardin
1906,PF10268,Predictedtransmembraneprotein161AB
1907,PF10269,TransmembraneFragile-X-Fprotein
1908,PF10270,Membranemagnesiumtransporter
1909,PF10273,Pre-rRNA-processingproteinTSR2
1910,PF10294,Lysinemethyltransferase
1911,PF10300,Proteinofunknownfunction(DUF3808)
1912,PF10309,Nuclearcap-bindingproteinsubunit3
1913,PF10320,Serpentinetype7TMGPCRchemoreceptorSrsx
1914,PF10321,Serpentinetype7TMGPCRchemoreceptorSrt
1915,PF10325,Serpentinetype7TMGPCRchemoreceptorSrz
1916,PF10329,Regionofunknownfunction(DUF2417)
1917,PF10336,Proteinofunknownfunction(DUF2420)
1918,PF10337,PutativeERtransporter: 6TM: N-terminal
1919,PF10345,Cohesinloadingfactor
1920,PF10350,Putativedeath-receptorfusionprotein(DUF2428)
1921,PF10354,Domainofunknownfunction(DUF2431)
1922,PF10358,N-terminalC2inEEIG1andEHBP1proteins
1923,PF10359,RNApolIIpromoterFmp27proteindomain
1924,PF10367,Vacuolarsortingprotein39domain2
1925,PF10373,Est1DNA/RNAbindingdomain
1926,PF10374,TelomeraseactivatingproteinEst1
1927,PF10401,Interferon-regulatoryfactor3
1928,PF10404,Rad4beta-hairpindomain2
1929,PF10408,Ubiquitinelongatingfactorcore
1930,PF10409,C2domainofPTENtumour-suppressorprotein
1931,PF10413,AminoterminaloftheG-proteinreceptorrhodopsin
1932,PF10417,C-terminaldomainof1-Cysperoxiredoxin
1933,PF10420,Cytokineinterleukin-12p40C-terminus
1934,PF10426,Recombination-activatingprotein1zinc-fingerdomain
1935,PF10427,Argonautehook
1936,PF10431,C-terminal: D2-smalldomain: ofClpBprotein
1937,PF10436,Mitochondrialbranched-chainalpha-ketoaciddehydrogenasekinase
1938,PF10440,Ubiquitin-bindingWIYLDdomain
1939,PF10447,ExosomecomponentEXOSC1/CSL4
1940,PF10453,NuclearfragileXmentalretardation-interactingprotein1(NUFIP1)
1941,PF10456,WASP-bindingdomainofSortingnexinprotein
1942,PF10471,Anaphase-promotingcomplexAPCsubunitCDC26
1943,PF10480,Beta-1integrinbindingprotein
1944,PF10504,Proteinofunknownfunction(DUF2452)
1945,PF10513,Enhancerofpolycomb-like
1946,PF10517,ElectrontransferDM13
1947,PF10520,BdomainofTMEM189: localisationdomain
1948,PF10524,NuclearfactorIproteinpre-N-terminus
1949,PF10537,ATP-utilisingchromatinassemblyandremodellingN-terminal
1950,PF10542,Vitellinemembranecysteine-richregion
1951,PF10544,T5orf172domain
1952,PF10545,AlcoholdehydrogenasetranscriptionfactorMyb/SANT-like
1953,PF10551,MULEtransposasedomain
1954,PF10557,Cullinproteinneddylationdomain
1955,PF10569,Alpha-2-macroglobulin thiol-ester bond-forming
1956,PF10577,UncharacterisedproteinfamilyUPF0560
1957,PF10581,SynapsinN-terminal
1958,PF10584,ProteasomesubunitAN-terminalsignature
1959,PF10587,Eukaryoticelongationfactor1betacentralacidicregion
1960,PF10588,NADH-ubiquinoneoxidoreductase-Giron-sulfurbindingregion
1961,PF10590,Pyridoxine5'-phosphateoxidaseC-terminaldimerisationregion
1962,PF10591,SecretedproteinacidicandrichincysteineCabindingregion
1963,PF10596,U6-snRNAinteractingdomainofPrP8
1964,PF10600,PDZ-associateddomainofNMDAreceptors
1965,PF10601,LITAF-likezincribbondomain
1966,PF10607,CTLH/CRAC-terminaltoLisHmotifdomain
1967,PF10613,LigatedionchannelL-glutamate-andglycine-bindingsite
1968,PF10629,Proteinofunknownfunction(DUF2475)
1969,PF10630,Proteinofunknownfunction(DUF2476)
1970,PF10690,Myticinpre-proproteinfromthemussel
1971,PF10806,SAM35: subunitofSAMcoomplex
1972,PF10868,Cysteine-richantifungalprotein2: defensin-like
1973,PF10996,Beta-Caspdomain
1974,PF11001,Proteinofunknownfunction(DUF2841)
1975,PF11018,PupalcuticleproteinC1
1976,PF11025,GlycoproteinGP40ofCryptosporidium
1977,PF11028,Proteinofunknownfunction(DUF2723)
1978,PF11145,Proteinofunknownfunction(DUF2921)
1979,PF11346,Proteinofunknownfunction(DUF3149)
1980,PF11411,DNAligaseIV
1981,PF11427,Tc3transposase
1982,PF11461,Rabinteractinglysosomalprotein
1983,PF11470,TUGubiquitin-likedomain
1984,PF11548,Protein-tyrosinephosphatasereceptorIA-2
1985,PF11556,Erythrocytebindingantigen175
1986,PF11573,Mediatorcomplexsubunit23
1987,PF11581,AntagonistofEGFRsignalling: Argos
1988,PF11597,Mediatorcomplexsubunit13N-terminal
1989,PF11601,Shal-typevoltage-gatedpotassiumchannels: N-terminal
1990,PF11652,FAM167
1991,PF11702,Proteinofunknownfunction(DUF3295)
1992,PF11707,Ribosome60SbiogenesisN-terminal
1993,PF11712,Endoplasmicreticulum-basedfactorforassemblyofV-ATPase
1994,PF11721,Malectindomain
1995,PF11779,Smallsubunitofserinepalmitoyltransferase-like
1996,PF11790,Glycosylhydrolasecatalyticcore
1997,PF11798,IMSfamilyHHHmotif
1998,PF11807,MycotoxinbiosynthesisproteinUstYa
1999,PF11820,Proteinofunknownfunction(DUF3339)
2000,PF11838,ERAP1-likeC-terminaldomain
2001,PF11878,Domainofunknownfunction(DUF3398)
2002,PF11883,Domainofunknownfunction(DUF3403)
2003,PF11894,Nuclearporecomplexscaffold: nucleoporins186/192/205
2004,PF11901,Proteinofunknownfunction(DUF3421)
2005,PF11904,GPCR-chaperone
2006,PF11913,Proteinofunknownfunction(DUF3431)
2007,PF11915,Proteinofunknownfunction(DUF3433)
2008,PF11917,Proteinofunknownfunction(DUF3435)
2009,PF11928,EarlygrowthresponseN-terminaldomain
2010,PF11933,Cytoplasmicdomainofvoltage-gatedNa+ionchannel
2011,PF11935,Domainofunknownfunction(DUF3453)
2012,PF11951,Fungalspecifictranscriptionfactordomain
2013,PF11955,PlantorganelleRNArecognitiondomain
2014,PF11957,THOcomplexsubunit1transcriptionelongationfactor
2015,PF11971,CAMSAPCHdomain
2016,PF11976,Ubiquitin-2likeRad60SUMO-like
2017,PF11977,Zc3h12a-likeRibonucleaseNYNdomain
2018,PF11987,Translation-initiationfactor2
2019,PF11998,Lowpsiiaccumulation1/Rep27
2020,PF12004,Domainofunknownfunction(DUF3498)
2021,PF12009,Telomeraseribonucleoproteincomplex-RNAbindingdomain
2022,PF12017,Transposaseprotein
2023,PF12022,Domainofunknownfunction(DUF3510)
2024,PF12026,Crk-AssociatedSubstrateC-terminaldomain
2025,PF12041,TranscriptionalregulatorDELLAproteinNterminal
2026,PF12043,Domainofunknownfunction(DUF3527)
2027,PF12044,Putativepeptidasefamily
2028,PF12070,ProteinSCAI
2029,PF12143,Proteinofunknownfunction(DUF_B2219)
2030,PF12145,EukaryoticMediator12subunitdomain
2031,PF12146,Serineaminopeptidase: S33
2032,PF12155,NADHdehydrogenasesubunit2N-terminal
2033,PF12169,DNApolymeraseIIIsubunitsgammaandtaudomainIII
2034,PF12171,Zinc-fingerdouble-strandedRNA-binding
2035,PF12202,Oxidative-stress-responsivekinase1C-terminaldomain
2036,PF12234,RAVEprotein1Cterminal
2037,PF12235,FragileX-related1proteincoreCterminal
2038,PF12260,Protein-kinasedomainofFAM69
2039,PF12265,Histone-bindingproteinRBBP4orsubunitCofCAF1complex
2040,PF12280,Brainspecificmembraneanchoredprotein
2041,PF12294,Proteinofunknownfunction(DUF3626)
2042,PF12310,TranscriptionfactorproteinNterminal
2043,PF12313,NPR1/NIM1likedefenceproteinCterminal
2044,PF12325,TATAelementmodulatoryfactor1TATAbinding
2045,PF12348,CLASPNterminal
2046,PF12350,CTDkinasesubunitgammaCTK3C-terminus
2047,PF12357,PhospholipaseDCterminal
2048,PF12409,P5-typeATPasecationtransporter
2049,PF12416,Cep120protein
2050,PF12417,Zincfingerprotein
2051,PF12423,Kinesinprotein1B
2052,PF12430,AbscisicacidG-proteincoupledreceptor
2053,PF12436,ICP0-bindingdomainofUbiquitin-specificprotease7
2054,PF12452,Proteinofunknownfunction(DUF3685)
2055,PF12463,Proteinofunknownfunction(DUF3689)
2056,PF12490,Breastcarcinomaamplifiedsequence3
2057,PF12498,Basicleucine-zipperCterminal
2058,PF12510,Smoothelincytoskeletonprotein
2059,PF12515,Ca2+-ATPaseNterminalautoinhibitorydomain
2060,PF12516,Proteinofunknownfunction(DUF3719)
2061,PF12529,XylosyltransferaseCterminal
2062,PF12542,Pre-mRNAsplicingfactor
2063,PF12548,Sulfataseprotein
2064,PF12550,Transcriptionalactivatorofglycolyticenzymes
2065,PF12554,Mitotic-spindleorganizinggamma-tubulinringassociated
2066,PF12572,Proteinofunknownfunction(DUF3752)
2067,PF12583,TripeptidylpeptidaseIINterminal
2068,PF12584,Traffickingproteinparticlecomplexsubunit10: TRAPPC10
2069,PF12605,Caseinkinase1gammaCterminal
2070,PF12610,Suppressorofcytokinesignalling
2071,PF12624,N-terminalregionofChoreinorVPS13
2072,PF12661,Humangrowthfactor-likeEGF
2073,PF12678,RING-H2zincfingerdomain
2074,PF12689,AcidPhosphatase
2075,PF12697,Alpha/betahydrolasefamily
2076,PF12706,Beta-lactamasesuperfamilydomain
2077,PF12719,Nuclearcondensingcomplexsubunits: C-termdomain
2078,PF12736,Cell-cyclesustaining: positiveselection: 
2079,PF12738,twinBRCTdomain
2080,PF12752,SUZdomain
2081,PF12755,Vacuolar14Fab1-bindingregion
2082,PF12763,Cytoskeletal-regulatorycomplexEFhand
2083,PF12772,Growthhormonereceptorbinding
2084,PF12776,Myb/SANT-likeDNA-bindingdomain
2085,PF12777,Microtubule-bindingstalkofdyneinmotor
2086,PF12780,P-loopcontainingdyneinmotorregionD4
2087,PF12783,GuaninenucleotideexchangefactorinGolgitransportN-terminal
2088,PF12785,Varianterythrocytesurfaceantigen-1
2089,PF12796,Ankyrinrepeats(3copies)
2090,PF12799,LeucineRichrepeats(2copies)
2091,PF12816,GolgiCORVETcomplexcorevacuolarprotein8
2092,PF12819,Malectin-likedomain
2093,PF12820,Serine-richdomainassociatedwithBRCT
2094,PF12825,DomainofunknownfunctioninPX-proteins(DUF3818)
2095,PF12828,PX-associated
2096,PF12829,Transcriptionalregulationofmitochondrialrecombination
2097,PF12831,FADdependentoxidoreductase
2098,PF12832,MFS_1likefamily
2099,PF12838,4Fe-4Sdiclusterdomain
2100,PF12845,TBDdomain
2101,PF12848,ABCtransporter
2102,PF12851,Oxygenasedomainofthe2OGFeDOsuperfamily
2103,PF12854,PPRrepeat
2104,PF12855,ECL1/2/3zincbindingproteins
2105,PF12859,Anaphase-promotingcomplexsubunit1
2106,PF12871,Pre-mRNA-splicingfactor38-associatedhydrophilicC-term
2107,PF12872,OST-HTH/LOTUSdomain
2108,PF12877,Domainofunknownfunction(DUF3827)
2109,PF12894,Anaphase-promotingcomplexsubunit4WD40domain
2110,PF12925,E2domainofamyloidprecursorprotein
2111,PF12931,Sec23-bindingdomainofSec16
2112,PF12937,F-box-like
2113,PF12940,Recombination-activationprotein1(RAG1): recombinase
2114,PF12943,Proteinofunknownfunction(DUF3839)
2115,PF12946,MSP1EGFdomain1
2116,PF12947,EGFdomain
2117,PF13012,Maintenanceofmitochondrialstructureandfunction
2118,PF13015,GlucosidaseIIbetasubunit-likeprotein
2119,PF13017,piRNApathwaygerm-plasmcomponent
2120,PF13041,PPRrepeatfamily
2121,PF13091,PLD-likedomain
2122,PF13176,Tetratricopeptiderepeat
2123,PF13180,PDZdomain
2124,PF13181,Tetratricopeptiderepeat
2125,PF13187,4Fe-4Sdiclusterdomain
2126,PF13193,AMP-bindingenzymeC-terminaldomain
2127,PF13202,EFhand
2128,PF13206,TrypanosomalVSGdomain
2129,PF13225,Domainofunknownfunction(DUF4033)
2130,PF13234,rRNA-processingarchdomain
2131,PF13240,zinc-ribbondomain
2132,PF13243,Squalene-hopenecyclaseC-terminaldomain
2133,PF13306,BspAtypeLeucinerichrepeatregion(6copies)
2134,PF13336,Acetyl-CoAhydrolase/transferaseC-terminaldomain
2135,PF13341,RAG2PHDdomain
2136,PF13344,Haloaciddehalogenase-likehydrolase
2137,PF13355,Proteinofunknownfunction(DUF4101)
2138,PF13359,DDEsuperfamilyendonuclease
2139,PF13364,Beta-galactosidasejellyrolldomain
2140,PF13368,TopoisomeraseC-terminalrepeat
2141,PF13369,Transglutaminase-likesuperfamily
2142,PF13374,Tetratricopeptiderepeat
2143,PF13378,EnolaseC-terminaldomain-like
2144,PF13390,Proteinofunknownfunction(DUF4108)
2145,PF13401,AAAdomain
2146,PF13405,EF-handdomain
2147,PF13414,TPRrepeat
2148,PF13417,GlutathioneS-transferase: N-terminaldomain
2149,PF13419,Haloaciddehalogenase-likehydrolase
2150,PF13426,PASdomain
2151,PF13445,RING-typezinc-finger
2152,PF13460,NAD(P)H-binding
2153,PF13472,GDSL-likeLipase/Acylhydrolasefamily
2154,PF13499,EF-handdomainpair
2155,PF13506,Glycosyltransferasefamily21
2156,PF13516,LeucineRichrepeat
2157,PF13519,vonWillebrandfactortypeAdomain
2158,PF13520,Aminoacidpermease
2159,PF13532,2OG-Fe(II)oxygenasesuperfamily
2160,PF13559,Domainofunknownfunction(DUF4129)
2161,PF13579,Glycosyltransferase4-likedomain
2162,PF13598,Domainofunknownfunction(DUF4139)
2163,PF13599,Pentapeptiderepeats(9copies)
2164,PF13606,Ankyrinrepeat
2165,PF13631,Cytochromeb(N-terminal)/b6/petB
2166,PF13634,NucleoporinFGrepeatregion
2167,PF13639,Ringfingerdomain
2168,PF13640,2OG-Fe(II)oxygenasesuperfamily
2169,PF13664,Domainofunknownfunction(DUF4149)
2170,PF13676,TIRdomain
2171,PF13716,DivergentCRAL/TRIOdomain
2172,PF13718,GNATacetyltransferase2
2173,PF13765,SPRY-associateddomain
2174,PF13768,vonWillebrandfactortypeAdomain
2175,PF13774,Regulated-SNARE-likedomain
2176,PF13793,N-terminaldomainofribosephosphatepyrophosphokinase
2177,PF13802,Galactosemutarotase-like
2178,PF13805,EisosomecomponentPIL1
2179,PF13812,Pentatricopeptiderepeatdomain
2180,PF13821,Domainofunknownfunction(DUF4187)
2181,PF13833,EF-handdomainpair
2182,PF13843,TransposaseIS4
2183,PF13847,Methyltransferasedomain
2184,PF13855,Leucinerichrepeat
2185,PF13869,Nucleotidehydrolase
2186,PF13873,Myb/SANT-likeDNA-bindingdomain
2187,PF13878,zinc-fingerofacetyl-transferaseESCO
2188,PF13882,Bravo-likeintracellularregion
2189,PF13885,Keratin: highsulfurB2protein
2190,PF13887,Myelingeneregulatoryfactor-C-terminaldomain1
2191,PF13889,Chromosomesegregationduringmeiosis
2192,PF13895,Immunoglobulindomain
2193,PF13903,PMP-22/EMP/MP20/Claudintightjunction
2194,PF13905,Thioredoxin-like
2195,PF13911,AhpC/TSAantioxidantenzyme
2196,PF13918,PLD-likedomain
2197,PF13926,Domainofunknownfunction(DUF4211)
2198,PF13936,Helix-turn-helixdomain
2199,PF13947,Wall-associatedreceptorkinasegalacturonan-binding
2200,PF13948,Domainofunknownfunction(DUF4215)
2201,PF13949,ALIXV-shapeddomainbindingtoHIV
2202,PF13952,Domainofunknownfunction(DUF4216)
2203,PF13959,Domainofunknownfunction(DUF4217)
2204,PF13962,Domainofunknownfunction
2205,PF13967,Lateexocytosis: associatedwithGolgitransport
2206,PF13968,Domainofunknownfunction(DUF4220)
2207,PF13976,GAG-pre-integrasedomain
2208,PF14008,Iron/zincpurpleacidphosphatase-likeproteinC
2209,PF14022,Proteinofunknownfunction(DUF4238)
2210,PF14048,C-terminaldomainofmethyl-CpGbindingprotein2and3
2211,PF14111,Domainofunknownfunction(DUF4283)
2212,PF14214,Helitronhelicase-likedomainatN-terminus
2213,PF14222,CellmorphogenesisN-terminal
2214,PF14225,CellmorphogenesisC-terminal
2215,PF14226,non-haemdioxygenaseinmorphinesynthesisN-terminal
2216,PF14228,Cellmorphogenesiscentralregion
2217,PF14231,GXWXGprotein
2218,PF14244,gag-polypeptideofLTRcopia-type
2219,PF14260,C4-typezinc-fingerofDNApolymerasedelta
2220,PF14295,PANdomain
2221,PF14299,Phloemprotein2
2222,PF14309,Domainofunknownfunction(DUF4378)
2223,PF14310,FibronectintypeIII-likedomain
2224,PF14312,FG-GAPrepeat
2225,PF14327,Hingedomainofcleavagestimulationfactorsubunit2
2226,PF14336,Domainofunknownfunction(DUF4392)
2227,PF14360,PAP2superfamilyC-terminal
2228,PF14370,C-terminaltopoisomerasedomain
2229,PF14377,Ubiquitinbindingregion
2230,PF14380,Wall-associatedreceptorkinaseC-terminal
2231,PF14383,DUF761-associatedsequencemotif
2232,PF14392,Zincknuckle
2233,PF14413,Thg1Cterminaldomain
2234,PF14429,C2domaininDock180andZiziminproteins
2235,PF14432,DYWfamilyofnucleicaciddeaminases
2236,PF14437,MafB19-likedeaminase
2237,PF14484,Fish-specificNACHTassociateddomain
2238,PF14497,GlutathioneS-transferase: C-terminaldomain
2239,PF14510,ABC-transporterN-terminal
2240,PF14534,Domainofunknownfunction(DUF4440)
2241,PF14538,RaptorN-terminalCASPaselikedomain
2242,PF14545,Dof: BCAP: andBANK(DBB)motif: 
2243,PF14547,Hydrophobicseedprotein
2244,PF14551,MCMN-terminaldomain
2245,PF14558,ML-likedomain
2246,PF14560,Ubiquitin-likedomain
2247,PF14569,Zinc-bindingRING-finger
2248,PF14572,Phosphoribosylsynthetase-associateddomain
2249,PF14575,Ephrintype-Areceptor2transmembranedomain
2250,PF14596,STAT6C-terminal
2251,PF14604,VariantSH3domain
2252,PF14625,Lustrin: cysteine-richrepeateddomain
2253,PF14631,FanconianaemiaproteinFancD2nuclease
2254,PF14637,Folliculin-interactingproteinmiddledomain
2255,PF14641,Helix-turn-helixDNA-bindingdomainofSPT6
2256,PF14642,FAM47family
2257,PF14652,Domainofunknownfunction(DUF4457)
2258,PF14664,Rapamycin-insensitivecompanionofmTOR: N-term
2259,PF14672,Latecornifiedenvelope
2260,PF14676,FANCIsolenoid2
2261,PF14691,DihydroprymidinedehydrogenasedomainII: 4Fe-4Scluster
2262,PF14692,Domainofunknownfunction(DUF4462)
2263,PF14698,ArgininosuccinatelyaseC-terminal
2264,PF14700,DNA-directedRNApolymeraseN-terminal
2265,PF14703,Cytosolicdomainof10TMputativephosphatetransporter
2266,PF14723,Sperm-specificantigen2C-terminus
2267,PF14736,ProteinN-terminalasparagineamidohydrolase
2268,PF14740,Domainofunknownfunction(DUF4471)
2269,PF14745,WASHcomplexsubunit7: N-terminal
2270,PF14748,Pyrroline-5-carboxylatereductasedimerisation
2271,PF14749,Acyl-coenzymeAoxidaseN-terminal
2272,PF14765,Polyketidesynthasedehydratase
2273,PF14767,ReplicationproteinAinteractingmiddle
2274,PF14779,CiliaryBBSomecomplexsubunit1
2275,PF14780,Domainofunknownfunction(DUF4477)
2276,PF14782,CiliaryBBSomecomplexsubunit2: C-terminal
2277,PF14798,Calciumhomeostasismodulator
2278,PF14800,Domainofunknownfunction(DUF4481)
2279,PF14802,TMEM192family
2280,PF14808,TMEM164family
2281,PF14817,HAUSaugmin-likecomplexsubunit5
2282,PF14829,Glycerol-3-phosphateacyltransferaseN-terminal
2283,PF14836,Ubiquitin-likedomain
2284,PF14843,GrowthfactorreceptordomainIV
2285,PF14844,PHdomainassociatedwithBeige/BEACH
2286,PF14845,beta-acetylhexosaminidaselike
2287,PF14853,Fis1C-terminaltetratricopeptiderepeat
2288,PF14863,Alkylsulfatasedimerisation
2289,PF14875,N-termcysteine-richER: FAM69
2290,PF14932,HAUSaugmin-likecomplexsubunit3
2291,PF14953,Domainofunknownfunction(DUF4504)
2292,PF14972,Mitochondrialmorphogenesisregulator
2293,PF14977,FAM194protein
2294,PF15001,AP-5complexsubunitsigma-1
2295,PF15005,Izumosperm-eggfusion: Igdomain-associated
2296,PF15017,PutativeWW-bindingdomainanddestructionbox
2297,PF15043,CB1cannabinoidreceptor-interactingprotein1
2298,PF15044,Mitochondrialfunction: CLU-N-term
2299,PF15052,TMEM169proteinfamily
2300,PF15068,FAM101family
2301,PF15082,Domainofunknownfunction(DUF4549)
2302,PF15086,UncharacterisedproteinfamilyUPF0542
2303,PF15163,Meiosis-expressed
2304,PF15167,Domainofunknownfunction(DUF4581)
2305,PF15171,Neuropeptidesecretoryproteinfamily: NPQ: spexin
2306,PF15250,Raftlin
2307,PF15261,Jhyprotein
2308,PF15275,PEHEdomain
2309,PF15276,Proteinphosphatase1binding
2310,PF15295,Coiled-coildomain-containingprotein50N-terminus
2311,PF15302,P33mono-oxygenase
2312,PF15346,Arginineandglutamate-rich1
2313,PF15348,GeminiofCajalbodies-associatedprotein8
2314,PF15370,Domainofunknownfunction(DUF4598)
2315,PF15378,Domainofunknownfunction(DUF4605)
2316,PF15391,Domainofunknownfunction(DUF4614)
2317,PF15396,ProteinFamilyFAM60A
2318,PF15412,BindingdomainofNse4/EID3toNse3-MAGE
2319,PF15430,SingledomainvonWillebrandfactortypeC
2320,PF15433,Mitochondrial28SribosomalproteinS31
2321,PF15445,acidicterminalsegments: variantsurfaceantigenofPfEMP1
2322,PF15501,NuclearproteinMDM1
2323,PF15612,WSTF: HB1: Itc1p: MBD9motif1
2324,PF15712,NPATCterminus
2325,PF15755,Domainofunknownfunction(DUF4689)
2326,PF15763,Regulatorofhumanerythroidcellexpansion(RHEX)
2327,PF15780,Abnormalspindle-likemicrocephaly-assoc'd: ASPM-SPD-2-Hydin
2328,PF15787,Domainofunknownfunction(DUF4704)
2329,PF15789,HyphallyregulatedcellwallGPI-anchoredprotein1
2330,PF15797,Domainofunknownfunction(DUF4706)
2331,PF15801,zf-MYND-likezincfinger: mRNA-binding
2332,PF15827,UPF0730unknownproteinfamily
2333,PF15831,Domainofunknownfunction(DUF4713)
2334,PF15868,TranscriptionactivatorMBF2
2335,PF15886,Carbohydratebindingdomain(family32)
2336,PF15898,cGMP-dependentproteinkinaseinteractingdomain
2337,PF15902,Sortilin: neurotensinreceptor3: 
2338,PF15906,Zinc-fingerofnitricoxidesynthase-interactingprotein
2339,PF15913,Furin-likerepeat: cysteine-rich
2340,PF15917,Piezo
2341,PF15924,ALG11mannosyltransferaseN-terminus
2342,PF15932,Domainofunknownfunction(DUF4748)
2343,PF15936,Domainofunknownfunction(DUF4749)
2344,PF15961,Domainofunknownfunction(DUF4764)
2345,PF15979,Glycosylhydrolasefamily115
2346,PF15991,G-proteinpathwaysuppressor
2347,PF15996,Arginine/serine-richproteinPNISR
2348,PF16002,Headcaseprotein
2349,PF16004,116kDaU5smallnuclearribonucleoproteincomponentN-terminus
2350,PF16013,Domainofunknownfunction(DUF4781)
2351,PF16016,VAD1AnalogofStAR-relatedlipidtransferdomain
2352,PF16020,Deltamethrinresistance
2353,PF16028,Solutecarrierfamily3member2N-terminus
2354,PF16030,SerineproteasegdN-terminus
2355,PF16034,JAKMIPCC3domain
2356,PF16037,Domainofunknownfunction(DUF4790)
2357,PF16054,Transmembraneproteinfamily72
2358,PF16059,Domainofunknownfunction(DUF4801)
2359,PF16060,Domainofunknownfunction(DUF4802)
2360,PF16064,Domainofunknownfunction(DUF4806)
2361,PF16065,Domainofunknownfunction(DUF4807)
2362,PF16070,Transmembraneproteinfamily132
2363,PF16073,Starterunit:ACPtransacylaseinaflatoxinbiosynthesis
2364,PF16086,Domainofunknownfunction(DUF4816)
2365,PF16091,Domainofunknownfunction(DUF4820)
2366,PF16099,Recq-mediatedgenomeinstabilityprotein1: C-terminalOB-fold
2367,PF16102,ACTH-associateddomain
2368,PF16114,ATPcitratelyasecitrate-binding
2369,PF16124,RecQzinc-binding
2370,PF16131,Torusdomain
2371,PF16135,Tifydomainbindingdomain
2372,PF16158,Ig-likedomainfromnexttoBRCA1gene
2373,PF16172,DOCKN-terminus
2374,PF16173,Domainofunknownfunction(DUF4874)
2375,PF16179,Relhomologydimerisationdomain
2376,PF16183,Kinesin-associated
